Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_cleaned.txt 
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_cleaned_rsem.txt 
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_cluster.txt 
28782	gi|355398356|NR2-2/2HbN	100.00	35	0	0	1	35	2389	2423	5e-15	65.8
28782	gi|240129575|NR1	100.00	35	0	0	1	35	2104	2138	5e-15	65.8
50567	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	521	478	7e-20	82.4
50567	gi|240129575|NR1	100.00	44	0	0	1	44	557	514	7e-20	82.4
53021	gi|355398356|NR2-2/2HbN	100.00	45	0	0	1	45	774	730	2e-20	84.2
53021	gi|240129575|NR1	100.00	45	0	0	1	45	810	766	2e-20	84.2
87884	gi|14456617|Na-ATPase	100.00	59	0	0	1	59	2678	2620	4e-28	 110
92532	gi|355398356|NR2-2/2HbN	98.39	62	1	0	1	62	476	415	5e-28	 110
92532	gi|240129575|NR1	98.39	62	1	0	1	62	512	451	5e-28	 110
269523	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	2145	2062	8e-42	 156
269523	gi|240129575|NR1	100.00	84	0	0	1	84	1860	1777	8e-42	 156
286337	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	389	304	7e-43	 159
286337	gi|240129575|NR1	100.00	86	0	0	1	86	425	340	7e-43	 159
549483	gi|355398356|NR2-2/2HbN	99.34	152	1	0	1	152	1432	1583	1e-77	 276
549483	gi|240129575|NR1	99.34	152	1	0	1	152	1468	1619	1e-77	 276
594296	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
594296	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
49795	gi|355398356|NR2-2/2HbN	100.00	44	0	0	1	44	851	808	7e-20	82.4
49795	gi|240129575|NR1	100.00	44	0	0	1	44	887	844	7e-20	82.4
98194	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	2512	2447	7e-32	 122
120284	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	2363	2293	1e-34	 132
120284	gi|240129575|NR1	100.00	71	0	0	1	71	2078	2008	1e-34	 132
219506	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
219506	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
392966	gi|355398356|NR2-2/2HbN	100.00	101	0	0	1	101	602	502	4e-51	 187
392966	gi|240129575|NR1	100.00	101	0	0	1	101	638	538	4e-51	 187
546069	gi|14456617|Na-ATPase	92.00	150	12	0	1	150	3612	3761	3e-58	 211
552110	gi|14456617|Na-ATPase	100.00	153	0	0	1	153	2490	2642	7e-80	 283
573402	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	847	1013	1e-87	 309
573402	gi|240129575|NR1	100.00	167	0	0	1	167	883	1049	1e-87	 309
36840	gi|355398356|NR2-2/2HbN	100.00	38	0	0	1	38	400	437	1e-16	71.3
36840	gi|240129575|NR1	100.00	38	0	0	1	38	436	473	1e-16	71.3
100142	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	685	752	2e-31	 121
100142	gi|240129575|NR1	98.53	68	1	0	1	68	721	788	2e-31	 121
146516	gi|14456617|Na-ATPase	97.26	73	2	0	1	73	2397	2469	2e-32	 124
284975	gi|355398356|NR2-2/2HbN	94.19	86	5	0	1	86	1613	1528	1e-34	 132
475869	gi|14456617|Na-ATPase	100.00	121	0	0	1	121	1909	2029	3e-62	 224
592780	gi|355398356|NR2-2/2HbN	100.00	182	0	0	1	182	2497	2678	7e-96	 337
592780	gi|240129575|NR1	100.00	182	0	0	1	182	2212	2393	7e-96	 337
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
274275	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
274275	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
338758	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	1363	1454	7e-43	 159
338758	gi|240129575|NR1	97.83	92	2	0	1	92	1399	1490	7e-43	 159
479459	gi|355398356|NR2-2/2HbN	100.00	122	0	0	1	122	1712	1591	1e-62	 226
582706	gi|355398356|NR2-2/2HbN	100.00	173	0	0	1	173	2315	2143	6e-91	 320
582706	gi|240129575|NR1	100.00	173	0	0	1	173	2030	1858	6e-91	 320
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
File: SOAP_norm_cluster_cleaned.txt 
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
742568	gi|603053|psbA	100.00	29	0	0	1	29	29	1	4e-10	54.7
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
File: SOAP_norm_cluster_cleaned_rsem.txt 
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
File: SOAP_norm_cluster_rsem.txt 
87884	gi|14456617|Na-ATPase	100.00	59	0	0	1	59	2678	2620	4e-28	 110
92532	gi|355398356|NR2-2/2HbN	98.39	62	1	0	1	62	476	415	5e-28	 110
92532	gi|240129575|NR1	98.39	62	1	0	1	62	512	451	5e-28	 110
286337	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	389	304	7e-43	 159
286337	gi|240129575|NR1	100.00	86	0	0	1	86	425	340	7e-43	 159
549483	gi|355398356|NR2-2/2HbN	99.34	152	1	0	1	152	1432	1583	1e-77	 276
549483	gi|240129575|NR1	99.34	152	1	0	1	152	1468	1619	1e-77	 276
594296	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
594296	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
98194	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	2512	2447	7e-32	 122
120284	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	2363	2293	1e-34	 132
120284	gi|240129575|NR1	100.00	71	0	0	1	71	2078	2008	1e-34	 132
219506	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
219506	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
392966	gi|355398356|NR2-2/2HbN	100.00	101	0	0	1	101	602	502	4e-51	 187
392966	gi|240129575|NR1	100.00	101	0	0	1	101	638	538	4e-51	 187
546069	gi|14456617|Na-ATPase	92.00	150	12	0	1	150	3612	3761	3e-58	 211
552110	gi|14456617|Na-ATPase	100.00	153	0	0	1	153	2490	2642	7e-80	 283
573402	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	847	1013	1e-87	 309
573402	gi|240129575|NR1	100.00	167	0	0	1	167	883	1049	1e-87	 309
100142	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	685	752	2e-31	 121
100142	gi|240129575|NR1	98.53	68	1	0	1	68	721	788	2e-31	 121
146516	gi|14456617|Na-ATPase	97.26	73	2	0	1	73	2397	2469	2e-32	 124
284975	gi|355398356|NR2-2/2HbN	94.19	86	5	0	1	86	1613	1528	1e-34	 132
475869	gi|14456617|Na-ATPase	100.00	121	0	0	1	121	1909	2029	3e-62	 224
592780	gi|355398356|NR2-2/2HbN	100.00	182	0	0	1	182	2497	2678	7e-96	 337
592780	gi|240129575|NR1	100.00	182	0	0	1	182	2212	2393	7e-96	 337
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
274275	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
274275	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
338758	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	1363	1454	7e-43	 159
338758	gi|240129575|NR1	97.83	92	2	0	1	92	1399	1490	7e-43	 159
479459	gi|355398356|NR2-2/2HbN	100.00	122	0	0	1	122	1712	1591	1e-62	 226
582706	gi|355398356|NR2-2/2HbN	100.00	173	0	0	1	173	2315	2143	6e-91	 320
582706	gi|240129575|NR1	100.00	173	0	0	1	173	2030	1858	6e-91	 320
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
File: SOAP_norm_combined_cap3.txt 
Contig802	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
Contig1795	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
Contig1795	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
Contig2068	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
Contig2068	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
Contig8183	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
Contig12391	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
Contig14701	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
Contig16831	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
Contig16996	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
Contig17526	gi|14456617|Na-ATPase	95.89	1241	45	6	133	1370	1	1238	0.0	2004
Contig17926	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
Contig18172	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: SOAP_norm_rsem.txt 
82072	gi|355398356|NR2-2/2HbN	100.00	56	0	0	1	56	1745	1690	2e-26	 104
87884	gi|14456617|Na-ATPase	100.00	59	0	0	1	59	2678	2620	4e-28	 110
91182	gi|355398356|NR2-2/2HbN	96.67	60	2	0	1	60	1984	2043	3e-25	 100
91182	gi|240129575|NR1	96.67	60	2	0	1	60	1699	1758	3e-25	 100
92532	gi|355398356|NR2-2/2HbN	98.39	62	1	0	1	62	476	415	5e-28	 110
92532	gi|240129575|NR1	98.39	62	1	0	1	62	512	451	5e-28	 110
98194	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	2512	2447	7e-32	 122
100142	gi|355398356|NR2-2/2HbN	98.53	68	1	0	1	68	685	752	2e-31	 121
100142	gi|240129575|NR1	98.53	68	1	0	1	68	721	788	2e-31	 121
100778	gi|355398356|NR2-2/2HbN	97.06	68	2	0	1	68	2006	1939	1e-29	 115
100778	gi|240129575|NR1	97.06	68	2	0	1	68	1721	1654	1e-29	 115
120284	gi|355398356|NR2-2/2HbN	100.00	71	0	0	1	71	2363	2293	1e-34	 132
120284	gi|240129575|NR1	100.00	71	0	0	1	71	2078	2008	1e-34	 132
120548	gi|355398356|NR2-2/2HbN	98.59	71	1	0	1	71	2341	2411	6e-33	 126
120548	gi|240129575|NR1	98.59	71	1	0	1	71	2056	2126	6e-33	 126
146516	gi|14456617|Na-ATPase	97.26	73	2	0	1	73	2397	2469	2e-32	 124
171316	gi|355398356|NR2-2/2HbN	100.00	75	0	0	1	75	1993	2067	7e-37	 139
171316	gi|240129575|NR1	100.00	75	0	0	1	75	1708	1782	7e-37	 139
219506	gi|355398356|NR2-2/2HbN	100.00	79	0	0	1	79	752	830	5e-39	 147
219506	gi|240129575|NR1	100.00	79	0	0	1	79	788	866	5e-39	 147
274275	gi|355398356|NR2-2/2HbN	100.00	84	0	0	1	84	1302	1385	8e-42	 156
274275	gi|240129575|NR1	100.00	84	0	0	1	84	1338	1421	8e-42	 156
276203	gi|355398356|NR2-2/2HbN	100.00	83	0	0	3	85	705	623	3e-41	 154
276203	gi|240129575|NR1	100.00	83	0	0	3	85	741	659	3e-41	 154
284975	gi|355398356|NR2-2/2HbN	94.19	86	5	0	1	86	1613	1528	1e-34	 132
286337	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	389	304	7e-43	 159
286337	gi|240129575|NR1	100.00	86	0	0	1	86	425	340	7e-43	 159
288066	gi|355398356|NR2-2/2HbN	100.00	86	0	0	1	86	241	326	7e-43	 159
288066	gi|240129575|NR1	100.00	86	0	0	1	86	277	362	7e-43	 159
338758	gi|355398356|NR2-2/2HbN	97.83	92	2	0	1	92	1363	1454	7e-43	 159
338758	gi|240129575|NR1	97.83	92	2	0	1	92	1399	1490	7e-43	 159
392966	gi|355398356|NR2-2/2HbN	100.00	101	0	0	1	101	602	502	4e-51	 187
392966	gi|240129575|NR1	100.00	101	0	0	1	101	638	538	4e-51	 187
439646	gi|355398356|NR2-2/2HbN	99.10	111	1	0	1	111	2401	2511	5e-55	 200
439646	gi|240129575|NR1	99.10	111	1	0	1	111	2116	2226	5e-55	 200
475869	gi|14456617|Na-ATPase	100.00	121	0	0	1	121	1909	2029	3e-62	 224
479459	gi|355398356|NR2-2/2HbN	100.00	122	0	0	1	122	1712	1591	1e-62	 226
546069	gi|14456617|Na-ATPase	92.00	150	12	0	1	150	3612	3761	3e-58	 211
549483	gi|355398356|NR2-2/2HbN	99.34	152	1	0	1	152	1432	1583	1e-77	 276
549483	gi|240129575|NR1	99.34	152	1	0	1	152	1468	1619	1e-77	 276
552110	gi|14456617|Na-ATPase	100.00	153	0	0	1	153	2490	2642	7e-80	 283
573370	gi|355398356|NR2-2/2HbN	100.00	165	0	0	3	167	48	212	2e-86	 305
573370	gi|240129575|NR1	100.00	165	0	0	3	167	84	248	2e-86	 305
573402	gi|355398356|NR2-2/2HbN	100.00	167	0	0	1	167	847	1013	1e-87	 309
573402	gi|240129575|NR1	100.00	167	0	0	1	167	883	1049	1e-87	 309
582706	gi|355398356|NR2-2/2HbN	100.00	173	0	0	1	173	2315	2143	6e-91	 320
582706	gi|240129575|NR1	100.00	173	0	0	1	173	2030	1858	6e-91	 320
592780	gi|355398356|NR2-2/2HbN	100.00	182	0	0	1	182	2497	2678	7e-96	 337
592780	gi|240129575|NR1	100.00	182	0	0	1	182	2212	2393	7e-96	 337
594296	gi|355398356|NR2-2/2HbN	100.00	166	0	0	1	166	2668	2833	5e-87	 307
594296	gi|240129575|NR1	100.00	166	0	0	1	166	2383	2548	5e-87	 307
625024	gi|14456617|Na-ATPase	81.19	218	37	4	1	216	2014	2229	2e-46	 172
640429	gi|355398356|NR2-2/2HbN	100.00	239	0	0	1	239	1723	1961	2e-127	 442
640429	gi|240129575|NR1	100.00	50	0	0	190	239	1627	1676	2e-22	93.5
644409	gi|355398356|NR2-2/2HbN	99.59	246	1	0	1	246	1236	991	1e-129	 449
644409	gi|240129575|NR1	99.59	246	1	0	1	246	1272	1027	1e-129	 449
704025	gi|14456617|Na-ATPase	99.56	456	2	0	1	456	2014	2469	0.0	 832
728826	gi|14456617|Na-ATPase	99.61	255	1	0	435	689	3993	3739	3e-134	 466
739364	gi|14456617|Na-ATPase	98.96	865	9	0	1	865	1931	1067	0.0	1548
748182	gi|14456617|Na-ATPase	99.19	1106	9	0	1	1106	3761	2656	0.0	1993
748864	gi|32130540|psbO	99.18	1100	6	3	36	1132	1	1100	0.0	1978
750886	gi|14456617|Na-ATPase	99.26	1083	6	2	133	1214	1	1082	0.0	1954
752444	gi|603053|psbA	99.84	1240	2	0	1	1240	19	1258	0.0	2279
753374	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
File: TransABySS_combined_cap3.txt 
Contig297	gi|603053|psbA	99.84	1240	2	0	95	1334	1258	19	0.0	2279
Contig404	gi|14456617|Na-ATPase	100.00	29	0	0	2867	2895	1089	1061	1e-09	54.7
Contig598	gi|355398356|NR2-2/2HbN	99.75	2833	7	0	15	2847	2833	1	0.0	5193
Contig598	gi|240129575|NR1	99.63	1635	6	0	1249	2883	1635	1	0.0	2987
Contig598	gi|240129575|NR1	99.89	922	1	0	15	936	2548	1627	0.0	1698
Contig3131	gi|14456617|Na-ATPase	75.21	1049	237	21	517	1554	1238	202	1e-136	 475
Contig3131	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	1577	1533	1e-18	84.2
Contig6872	gi|14456617|Na-ATPase	89.65	396	41	0	222	617	3993	3598	6e-146	 505
Contig8964	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
Contig9216	gi|14456617|Na-ATPase	82.98	652	101	10	383	1029	3255	2609	2e-168	 580
Contig9216	gi|14456617|Na-ATPase	83.11	148	15	8	1	140	3631	3486	9e-32	 126
Contig9279	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
Contig11635	gi|355398356|NR2-2/2HbN	94.74	2528	128	4	96	2622	2797	274	0.0	3927
Contig11635	gi|240129575|NR1	95.49	1329	57	2	1294	2622	1635	310	0.0	2119
Contig11635	gi|240129575|NR1	91.77	887	71	2	96	981	2512	1627	0.0	1232
Contig14446	gi|14456617|Na-ATPase	86.49	185	25	0	1	185	1947	1763	7e-56	 204
Contig14636	gi|32130540|psbO	100.00	33	0	0	29	61	183	151	1e-13	62.1
Contig14636	gi|32130540|psbO	100.00	32	0	0	1	32	178	147	5e-13	60.2
Contig14675	gi|14456617|Na-ATPase	86.50	822	89	21	1	811	2349	1539	0.0	 883
Contig14946	gi|14456617|Na-ATPase	99.24	3683	28	0	453	4135	3993	311	0.0	6647
Contig14946	gi|14456617|Na-ATPase	98.73	316	2	2	4860	5174	315	1	1e-161	 560
Contig15014	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
Contig15055	gi|14456617|Na-ATPase	99.27	3994	27	2	2293	6285	3993	1	0.0	7214
Contig17301	gi|146739105|prk	100.00	150	0	0	129	278	821	970	6e-78	 278
Contig17301	gi|146739105|prk	97.33	150	4	0	1	150	970	821	3e-71	 255
Contig18402	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	3e-16	71.3
Contig18402	gi|32130540|psbO	87.93	58	4	2	19	74	563	507	1e-14	65.8
Contig18931	gi|32130540|psbO	100.00	38	0	0	40	77	503	540	3e-16	71.3
Contig18931	gi|32130540|psbO	100.00	37	0	0	1	37	507	543	1e-15	69.4
Contig18996	gi|32130540|psbO	100.00	38	0	0	40	77	503	540	3e-16	71.3
File: TransABySS_knorm.txt 
R1576469	gi|32130540|psbO	99.01	1107	8	3	208	1311	1107	1	0.0	1980
R1576882	gi|14456617|Na-ATPase	99.24	3683	28	0	451	4133	3993	311	0.0	6647
R1576882	gi|14456617|Na-ATPase	98.73	316	2	2	4858	5172	315	1	1e-161	 560
R1577178	gi|146739105|prk	100.00	1220	0	0	16	1235	1	1220	0.0	2254
R1578725	gi|14456617|Na-ATPase	83.52	176	29	0	222	397	3993	3818	8e-44	 165
R1579698	gi|355398356|NR2-2/2HbN	94.78	2528	127	4	87	2613	2797	274	0.0	3932
R1579698	gi|240129575|NR1	95.49	1329	57	2	1285	2613	1635	310	0.0	2119
R1579698	gi|240129575|NR1	91.88	887	70	2	87	972	2512	1627	0.0	1238
R1582566	gi|240129575|NR1	97.18	602	17	0	1	602	637	36	0.0	1018
R1582566	gi|355398356|NR2-2/2HbN	97.17	601	17	0	1	601	601	1	0.0	1016
R1590015	gi|14456617|Na-ATPase	74.52	832	194	16	1	823	1024	202	7e-98	 346
R1590286	gi|14456617|Na-ATPase	80.09	231	42	4	72	300	1238	1010	4e-45	 169
R1592366	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1089	1053	1e-12	63.9
R1593283	gi|355398356|NR2-2/2HbN	93.37	196	13	0	1	196	196	1	8e-82	 291
R1593283	gi|240129575|NR1	93.37	196	13	0	1	196	232	37	8e-82	 291
R1596421	gi|355398356|NR2-2/2HbN	95.04	141	7	0	1	141	469	329	1e-61	 222
R1596421	gi|240129575|NR1	95.04	141	7	0	1	141	505	365	1e-61	 222
R1596492	gi|355398356|NR2-2/2HbN	91.03	390	35	0	1	390	1768	1379	8e-153	 527
R1596492	gi|240129575|NR1	92.73	220	16	0	171	390	1634	1415	5e-90	 318
R1597993	gi|355398356|NR2-2/2HbN	94.12	85	5	0	1	85	1720	1636	5e-34	 130
R1598129	gi|240129575|NR1	99.11	112	1	0	47	158	1	112	2e-55	 202
R1598129	gi|355398356|NR2-2/2HbN	98.68	76	1	0	83	158	1	76	2e-35	 135
R1609157	gi|355398356|NR2-2/2HbN	94.37	142	8	0	3	144	977	836	2e-60	 219
R1609157	gi|240129575|NR1	94.37	142	8	0	3	144	1013	872	2e-60	 219
S5052	gi|355398356|NR2-2/2HbN	100.00	35	0	0	1	35	344	310	5e-15	65.8
S5052	gi|240129575|NR1	100.00	35	0	0	1	35	380	346	5e-15	65.8
S35759	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	175	145	5e-12	58.4
S65201	gi|32130540|psbO	100.00	31	0	0	3	33	397	367	8e-13	58.4
S75353	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	2642	2609	2e-14	63.9
